2013-04-16,0.0
2013-05-16,28.430554307116267
2013-06-16,117.73085538238496
2013-09-16,76.55172979340328
2013-12-16,-124.33135018726614
2014-01-16,-73.51747009786182
2014-02-16,-113.28716292134814
2014-03-16,-4.482083667736076
2014-04-16,-107.30571765132332
2014-05-16,-60.58439513108613
2014-06-16,259.7682702521561
2014-09-16,20.50979128401561
2014-11-16,20.548045680603824
2014-12-16,-58.59097003745278
2015-01-16,-4.690756614715211
2015-02-16,-36.23731592998905
2015-03-16,-103.72416530663426
2015-04-16,-61.61056542225476
2015-05-16,-109.13438202247148
2015-06-16,-5.059967379485764
2015-07-16,124.7579325842699
2015-08-16,125.67844871330175
2015-11-16,-99.92358539618613
2015-12-16,-111.11784269662958
2016-03-16,-57.278960944720566
2016-04-16,-154.25508880028974
2016-11-16,113.44906520537843
2016-12-16,-276.3155243445695
2017-01-16,-121.59629575933285
2017-02-16,-148.46263591881177
2017-03-16,-131.7552869181377
2017-05-16,-23.759660158408437
2017-06-16,89.74064334903898
2017-07-16,42.455962546817034
2017-09-16,-26.503076295759445
2018-01-16,285.37523106197926
2018-02-16,-40.67819255823011
2018-03-16,-86.39524142059017
2018-04-16,-24.1725938675054
2018-06-16,20.14545792743287
2018-08-16,180.19358191373672
2018-09-16,144.38105744835093
2018-11-16,29.169845275372783
2018-12-16,5.097555243445826
2019-01-16,-60.34329829648405
2019-02-16,-150.55513320043505
2019-03-16,-92.79795746388419
2019-04-16,-224.7939362087715
2019-05-16,27.16610393258416
2019-06-16,65.22681587531697
2019-07-16,-61.9849099240471
2019-08-16,195.48321515568145
2019-09-16,209.07641174338542
2019-11-16,-57.269524774360065
2019-12-16,49.469383895131486
2020-01-16,-83.35645704965557
2020-03-16,176.08310220368438
2020-04-16,-185.55101157005728
2020-05-16,-26.4917013108613
2020-07-16,88.42502247191052
2020-08-16,-152.49594871330223
2020-09-16,-144.79871330192125
2020-12-16,-28.809128993785308
2021-01-16,-75.93084269662889
2021-02-16,-43.243206777818344
2021-04-16,-25.459211670895208
2021-05-16,-131.6197790262175
2021-06-16,190.73830645161277
2021-07-16,42.455962546817034
2021-08-16,180.19358191373672
2021-09-16,98.09567778180448
