2013-04-16,0.0
2013-05-16,-9.262213169297423
2013-06-16,-11.36053643633752
2013-07-16,50.190951170926574
2013-08-16,-3.2747415305708483
2013-09-16,55.111297221515095
2013-11-16,25.85589291060655
2013-12-16,4.021318816537878
2014-01-16,-26.210980942022225
2014-02-16,-33.95794018868097
2014-03-16,-32.2899724230377
2014-04-16,-53.819642363242906
2014-05-16,18.552097493036282
2014-06-16,0.9065160841045459
2014-07-16,-62.15854781801299
2014-08-16,44.7013276125438
2014-09-16,85.6979355737263
2014-11-16,-16.58742786921545
2014-12-16,-1.3716241283124408
2015-01-16,0.7643917307778334
2015-02-16,-6.877186160198259
2015-03-16,-5.64191006764843
2015-04-16,-14.94276574714693
2015-05-16,-15.495188022284266
2015-06-16,3.391862027136397
2015-07-16,-8.280770911760905
2015-08-16,-7.5053632768397955
2015-09-16,15.0510189594753
2015-11-16,-5.0645115288694615
2015-12-16,3.263501837585489
2016-01-16,10.0331797555934
2016-02-16,-12.198356679428139
2016-03-16,-4.671941871105781
2016-04-16,-9.110691874784594
2016-05-16,-0.9518059042305423
2016-06-16,-6.100413867146698
2016-07-16,-5.8168500464252935
2016-08-16,40.65991588719981
2016-09-16,57.73751151169645
2016-11-16,47.27289931139152
2016-12-16,-7.641156720348319
2017-01-16,-18.978997993137693
2017-02-16,-15.21872989486928
2017-03-16,-35.53951949860711
2017-04-16,-20.089257794950292
2017-05-16,-46.0760152911969
2017-06-16,-1.9019985104317687
2017-07-16,-6.572657048804195
2017-08-16,91.59186462410585
2017-09-16,24.150633913708507
2017-11-16,16.56160476092592
2017-12-16,2.950268128740927
2018-01-16,-9.075249226459242
2018-03-16,-26.83923467017319
2018-04-16,-44.77404957934058
2018-05-16,-35.3285857740584
2018-06-16,-3.8687913348631615
2018-07-16,3.8530518363552257
2018-08-16,-3.2747415305708483
2018-09-16,55.111297221515095
2018-11-16,-30.994865975615348
2018-12-16,-3.10157264484089
2019-01-16,-4.377157534632852
2019-02-16,-5.911704331027009
2019-03-16,-9.690688803160917
2019-04-16,-5.417046045406623
2019-05-16,11.816022748375188
2019-06-16,-7.32410279450087
2019-07-16,-7.067423630454968
2019-08-16,-9.332680384580875
2019-09-16,-8.266483960823011
2019-11-16,8.826848714553169
2019-12-16,-4.42160365134315
2020-01-16,-5.748366970182165
2020-02-16,-3.867812402993528
2020-03-16,-4.650265341333108
2020-04-16,-3.772277702355238
2020-05-16,-2.850693345972481
2020-06-16,4.500866654685954
2020-07-16,0.09336374187558674
2020-08-16,-18.919557013208717
2020-12-16,-0.860689932712596
2021-01-16,-15.018163497981753
2021-02-16,-1.2224544472936858
2021-03-16,-28.613971427031398
2021-04-16,-33.56169107736549
2021-05-16,22.245041207755932
2021-06-16,-3.414223289625002
2021-07-16,5.853775159963157
2021-08-16,-3.2747415305708483
2021-09-16,55.111297221515095
